Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Statement - UserTotalPrice = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getText(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(TestUpdateTransaction/User total price)),Chrome 66.0.3359.139,,2018-05-10 13:58:07,2018-05-10 13:58:07,0.090s,PASSED
"Statement - UserTotalPrice = UserTotalPrice.replaceAll(""Total price: "", """")",Chrome 66.0.3359.139,,2018-05-10 13:58:07,2018-05-10 13:58:07,0.001s,PASSED
Statement - println(UserTotalPrice),Chrome 66.0.3359.139,,2018-05-10 13:58:07,2018-05-10 13:58:07,0.000s,PASSED
"Statement - UserTotalPrice = UserTotalPrice.replaceAll("" THB"", """")",Chrome 66.0.3359.139,,2018-05-10 13:58:07,2018-05-10 13:58:07,0.003s,PASSED
Statement - println(UserTotalPrice),Chrome 66.0.3359.139,,2018-05-10 13:58:07,2018-05-10 13:58:07,0.002s,PASSED
"Statement - UserTotalPrice = UserTotalPrice.replaceAll("","", """")",Chrome 66.0.3359.139,,2018-05-10 13:58:07,2018-05-10 13:58:07,0.000s,PASSED
Statement - println(UserTotalPrice),Chrome 66.0.3359.139,,2018-05-10 13:58:07,2018-05-10 13:58:07,0.005s,PASSED
Statement - UserTotalPrice = java.lang.Integer.parseInt(UserTotalPrice),Chrome 66.0.3359.139,,2018-05-10 13:58:07,2018-05-10 13:58:07,0.000s,PASSED
Statement - println(UserTotalPrice),Chrome 66.0.3359.139,,2018-05-10 13:58:07,2018-05-10 13:58:07,0.000s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 13:58:07,2018-05-10 13:58:38,31.734s,FAILED
,,,,,,
Test Cases/TestUpdateTransaction,Chrome 66.0.3359.139,,2018-05-10 13:58:38,2018-05-10 13:58:44,5.879s,FAILED
openBrowser,Chrome 66.0.3359.139,,2018-05-10 13:58:38,2018-05-10 13:58:41,2.687s,PASSED
navigateToUrl,Chrome 66.0.3359.139,,2018-05-10 13:58:41,2018-05-10 13:58:44,3.131s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-10 13:58:44,2018-05-10 13:58:44,0.027s,FAILED
,,,,,,
Test Cases/TestUpdateTransaction,Chrome 66.0.3359.139,,2018-05-10 13:58:44,2018-05-10 13:58:50,6.052s,FAILED
openBrowser,Chrome 66.0.3359.139,,2018-05-10 13:58:44,2018-05-10 13:58:47,3.084s,PASSED
navigateToUrl,Chrome 66.0.3359.139,,2018-05-10 13:58:47,2018-05-10 13:58:50,2.926s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-10 13:58:50,2018-05-10 13:58:50,0.017s,FAILED
